r_precision,ndcg,clicks,rr,recall
0.02,0.253699343792476,0,0.125,0.1
0.0,0.16943459330550192,7,0.013888888888888888,0.06
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.15117821092177644,9,0.01020408163265306,0.02
0.02,0.22514369805842993,4,0.02127659574468085,0.14
0.0,0.0,50,0,0.0
0.0,0.16604764621593782,6,0.015384615384615385,0.02
0.0,0.0,50,0,0.0
0.02,0.1717974866543287,3,0.025,0.06
0.0,0.0,50,0,0.0
0.0,0.15256487060115928,9,0.010638297872340425,0.02
0.0,0.11305196142222064,45,0.002173913043478261,0.02
0.0,0.2042511399161134,7,0.012658227848101266,0.12
0.0,0.1457459955226686,7,0.013333333333333334,0.04
0.0,0.15668225620907383,22,0.0044444444444444444,0.08
0.0,0.1306223056434822,16,0.0058823529411764705,0.04
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.02,0.2038702309682679,4,0.024390243902439025,0.1
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.13470380677919386,9,0.010752688172043012,0.0392156862745098
0.0,0.0,50,0,0.0
0.0196078431372549,0.2317523374488185,3,0.025,0.13725490196078433
0.0,0.0,50,0,0.0
0.0196078431372549,0.17366702952006657,2,0.045454545454545456,0.0392156862745098
0.0,0.1176491919129558,36,0.0027624309392265192,0.0196078431372549
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.13852010756717748,14,0.006711409395973154,0.0196078431372549
0.0,0.20648470912239303,7,0.013513513513513514,0.13725490196078433
0.0,0.13347832467375914,17,0.005555555555555556,0.0196078431372549
0.0196078431372549,0.23137821315975915,1,0.05,0.0196078431372549
0.0,0.15517339390689416,9,0.010869565217391304,0.058823529411764705
0.0196078431372549,0.17122372620232787,2,0.043478260869565216,0.0392156862745098
0.0,0.0,50,0,0.0
0.0,0.1729696904450771,5,0.01818181818181818,0.0196078431372549
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.1534242441411196,7,0.0136986301369863,0.0392156862745098
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.057692307692307696,0.30194494093036955,0,0.1111111111111111,0.15384615384615385
