r_precision,ndcg,clicks,rr,recall
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.13017087040564881,18,0.005405405405405406,0.02631578947368421
0.02631578947368421,0.26908553858070355,3,0.025,0.14473684210526316
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.17324715809261518,14,0.006802721088435374,0.06578947368421052
0.013157894736842105,0.1847012884049406,6,0.015151515151515152,0.06578947368421052
0.013157894736842105,0.20468930547838815,3,0.03225806451612903,0.06578947368421052
0.013157894736842105,0.20907160624120932,6,0.01639344262295082,0.09210526315789473
0.039473684210526314,0.24274039046421952,1,0.05555555555555555,0.09210526315789473
0.0,0.0,50,0,0.0
0.0,0.18933694511002866,22,0.0045045045045045045,0.07894736842105263
0.02631578947368421,0.1713175463993595,6,0.01639344262295082,0.039473684210526314
0.0,0.0,50,0,0.0
0.012987012987012988,0.21973008781104023,4,0.020833333333333332,0.09090909090909091
0.0,0.0,50,0,0.0
0.025974025974025976,0.24433734324945866,1,0.09090909090909091,0.06493506493506493
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.11608052019106711,39,0.002551020408163265,0.012987012987012988
0.012987012987012988,0.15723054146132465,3,0.027777777777777776,0.025974025974025976
0.0,0.14067617071310393,13,0.007246376811594203,0.012987012987012988
0.0,0.17414937231980024,8,0.011494252873563218,0.05194805194805195
0.0,0.0,50,0,0.0
0.012987012987012988,0.16752890450644167,6,0.014285714285714285,0.03896103896103896
0.0,0.0,50,0,0.0
0.0,0.20718751257211196,11,0.008771929824561403,0.1038961038961039
0.0,0.0,50,0,0.0
0.0,0.12036100072137051,31,0.0031545741324921135,0.01282051282051282
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.01282051282051282,0.20927130512006675,4,0.022727272727272728,0.08974358974358974
0.0,0.0,50,0,0.0
0.01282051282051282,0.19419802058677157,2,0.03571428571428571,0.05128205128205128
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.01282051282051282,0.15514338463145422,4,0.023255813953488372,0.02564102564102564
0.0,0.0,50,0,0.0
0.0,0.11396287946450194,43,0.00228310502283105,0.01282051282051282
0.0,0.1505595271752942,34,0.0029154518950437317,0.05128205128205128
0.07692307692307693,0.37376517225824485,0,0.25,0.15384615384615385
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.15186115333086322,9,0.010416666666666666,0.012658227848101266
0.0,0.1277278588591098,22,0.0045045045045045045,0.02531645569620253
0.0,0.11204717181408377,48,0.00205761316872428,0.012658227848101266
0.02531645569620253,0.21493167151326628,1,0.07692307692307693,0.05063291139240506
0.0,0.20312540969885012,12,0.0078125,0.08860759493670886
0.0,0.1331057052246188,30,0.003278688524590164,0.0379746835443038
0.0,0.22004722999574317,9,0.01098901098901099,0.08860759493670886
0.0,0.15714124851100328,10,0.009523809523809525,0.05063291139240506
0.0,0.0,50,0,0.0
0.012658227848101266,0.1555580100015949,6,0.015873015873015872,0.0379746835443038
0.0,0.0,50,0,0.0
0.02531645569620253,0.1931888490961802,6,0.016129032258064516,0.06329113924050633
0.012658227848101266,0.17458343004804494,5,0.018867924528301886,0.012658227848101266
0.0,0.0,50,0,0.0
0.0,0.15366188628986424,9,0.01098901098901099,0.012658227848101266
0.0,0.11313236168925316,45,0.002183406113537118,0.012658227848101266
0.02531645569620253,0.22297636981063007,1,0.05263157894736842,0.0759493670886076
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0125,0.19557111178377792,4,0.02040816326530612,0.075
0.0,0.0,50,0,0.0
0.0125,0.1763055700740505,2,0.038461538461538464,0.025
0.0,0.15360764136199648,13,0.007142857142857143,0.0375
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.18986035434321913,13,0.0072992700729927005,0.075
0.0,0.14332232775009315,12,0.007936507936507936,0.0125
0.0,0.12003480704831034,32,0.003105590062111801,0.0125
0.0,0.21484840991413978,12,0.007874015748031496,0.09876543209876543
0.024691358024691357,0.19367743901777798,2,0.037037037037037035,0.037037037037037035
0.0,0.20007168086011742,17,0.005555555555555556,0.08641975308641975
0.024691358024691357,0.2585684770857242,2,0.034482758620689655,0.1111111111111111
0.0,0.20382539359879512,10,0.009433962264150943,0.08641975308641975
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.12797901240490775,22,0.0044444444444444444,0.012345679012345678
0.0,0.0,50,0,0.0
0.0,0.1910554444113891,20,0.004830917874396135,0.08641975308641975
0.0,0.0,50,0,0.0
0.0,0.0,50,0,0.0
0.0,0.1440400303421672,12,0.008130081300813009,0.012345679012345678
0.012345679012345678,0.18598487897080665,3,0.03125,0.04938271604938271
0.07407407407407407,0.3600348551885116,2,0.03571428571428571,0.18518518518518517
0.012345679012345678,0.21187698235236865,0,0.1,0.04938271604938271
