r_precision,ndcg,clicks,rr,recall
0.03333333333333333,0.4404970389803549,1,0.08333333333333333,1.0
0.3,0.6743876781094087,0,1.0,1.0
0.5333333333333333,0.7343028286948222,0,0.5,1.0
0.2,0.6207350968897086,0,1.0,0.9666666666666667
0.3,0.6300744105751975,0,1.0,1.0
1.0,1.0,0,1.0,1.0
0.3333333333333333,0.6242550149222845,0,0.1111111111111111,1.0
0.1,0.5461845913819597,0,1.0,1.0
0.16666666666666666,0.5681626064042858,0,0.3333333333333333,1.0
0.4666666666666667,0.8636101738566464,0,1.0,0.9666666666666667
0.3,0.6558705659728769,0,0.5,1.0
0.03333333333333333,0.43027945711114696,2,0.037037037037037035,1.0
0.16666666666666666,0.5340705576225472,0,0.3333333333333333,1.0
0.4666666666666667,0.8526548068991299,0,1.0,1.0
0.6333333333333333,0.8177277472637275,0,0.5,1.0
0.23333333333333334,0.5844439286799865,0,0.5,1.0
0.06666666666666667,0.5030627812861008,2,0.045454545454545456,1.0
0.0,0.40804275322331535,4,0.023809523809523808,1.0
0.03333333333333333,0.4755304237586019,2,0.038461538461538464,1.0
0.23333333333333334,0.7077735504293297,0,1.0,1.0
0.16666666666666666,0.5654937490191456,0,1.0,1.0
0.1,0.5844934604291342,0,0.5,1.0
0.5333333333333333,0.8566336593272571,0,1.0,1.0
0.5333333333333333,0.8365671235736333,0,1.0,1.0
0.9,0.944939506740557,0,1.0,0.9666666666666667
0.3333333333333333,0.8127977491525118,0,1.0,1.0
0.16666666666666666,0.5703813046879258,0,1.0,0.9666666666666667
0.23333333333333334,0.6943619601707551,0,1.0,1.0
0.5333333333333333,0.8121517381894878,0,0.5,1.0
0.3333333333333333,0.6499937414173302,0,0.5,0.9666666666666667
0.26666666666666666,0.6938778328980606,0,1.0,1.0
0.1,0.4824630687727018,0,0.125,1.0
0.1935483870967742,0.5004156885707219,0,0.2,1.0
0.3870967741935484,0.6678135394398259,0,0.5,1.0
0.6451612903225806,0.8108738325171044,0,0.5,1.0
0.22580645161290322,0.5450508215551347,0,0.25,1.0
0.22580645161290322,0.7032336704767826,0,1.0,0.4838709677419355
0.12903225806451613,0.6655593852193586,0,1.0,1.0
0.25806451612903225,0.5557981113651361,0,0.25,1.0
0.2903225806451613,0.7200297890484734,0,1.0,0.5161290322580645
0.16129032258064516,0.5491551886659929,0,0.3333333333333333,1.0
0.7419354838709677,0.8250562983273506,0,0.5,1.0
0.0,0.45151566617916616,3,0.025,1.0
0.5161290322580645,0.8279844273020227,0,1.0,1.0
