r_precision,ndcg,clicks,rr,recall
0.00039145719344562747,0.016200082920983086,46.872,0.002485082937683258,0.0026292696064379667
0.00029555292810812934,0.015512420562733657,47.33,0.0023263780307151054,0.0020090812964411587
0.00030138232829516037,0.015293513771450992,47.21,0.002485974990175409,0.0021964533803025847
0.0003250513853305993,0.016923962938053178,47.121,0.003438350460712684,0.002312469591636575
0.0006181834234110666,0.03088463579094402,44.116,0.004035318706945069,0.0021060102745757174
5.6585605614232504e-05,0.0036828109403704156,49.312,0.00021551422633510526,0.00021196874312707928
0.00035008753248111493,0.024171323910196805,45.547,0.004356201040612406,0.002189173306712356
1.748358528019545e-05,0.0027278589721879028,49.541,0.00013185058197340348,0.00022891980128073798
0.0002289073415927636,0.00681452274010268,48.799,0.0015449241472675897,0.0018098775364663573
