R_Precision,DCG,IDCG,NDCG,Recommended_Songs_Clicks
0.0,11.017804420108769,37.76436361480949,0.29175135936325114,531
0.0,2.0225128529941063,11.71647845470553,0.17262122410013325,6988
0.0,1.5985693244971544,10.361581041840884,0.15427851387177352,20323
0.0,9.094765325515842,32.77920944044908,0.2774552980613691,1858
0.0,0.14684438963952007,2.6309297535714578,0.05581463717918749,88215
0.0,3.2553504521154175,16.11863468985478,0.20196192262886667,1797
0.0,3.237307002858991,16.11863468985478,0.20084250714463942,4866
0.0,9.171172274000947,32.77920944044908,0.27978625569547294,250
0.0,3.257344547107317,16.11863468985478,0.202085636270268,15613
0.0,1.1428913866965986,8.48557693559859,0.1346863501881592,35994
0.0,1.0911572260175866,8.264512206141088,0.1320292352169053,23763
0.0,4.631441808150299,20.57486459032285,0.22510193385810395,1891
0.0,4.763370560258403,20.727789458625683,0.2298060084876137,924
0.0,1.6352396282307409,10.559820905011446,0.15485486382204589,19333
0.0,5.02281038638176,21.18442582927095,0.23709919857453213,14
0.0,8.232680065265463,30.62080837972998,0.268859004738596,2578
0.0,11.404642933342206,38.792043125559275,0.2939943868496043,616
0.0,1.1182258380059078,8.040268381923513,0.1390781731266524,1648
0.0,4.035373262458038,18.551292088810584,0.21752518601612758,2091
0.0,2.106599883289222,12.09103269065358,0.17422828448041766,2677
0.0,2.7683963201210147,14.073157765449405,0.19671465112951572,51
0.0,0.4580435069434094,4.953464516106477,0.09246932232058075,27112
0.0,9.68552947478844,34.24134017169218,0.28286070072676683,66
0.0,2.3699560096563723,13.18710162203796,0.17971773309881528,4925
0.0,0.46422702151601763,4.953464516106477,0.09371764348095289,34146
0.0,1.4031921571615742,9.342075478031335,0.15020132950769846,7023
0.0,10.096517044522315,35.163320834532655,0.28713206844237765,378
0.0,0.913482760095506,7.3458110067001625,0.12435424206562248,38544
0.0,1.7157901647497718,10.756382537244269,0.15951368025530901,11626
0.0,6.30037398137525,25.168975344063252,0.25032302250084865,490
0.0,6.961546578466859,27.16130939945768,0.2563037913999042,1658
0.0,2.609923551027289,13.89773270186745,0.18779491640939325,6444
0.0,2.8959854410541546,14.594476228813967,0.19843024139068396,752
0.0,6.920372639323714,26.879331065820928,0.257460746414314,2667
0.0,1.9615144046127464,11.336726682761888,0.17302299504100563,1444
0.0,1.7879406821109058,10.951341559138056,0.16326225170276112,5833
0.0,0.6523620475080024,6.0927404381667944,0.10707202352186325,15262
0.0,5.117067549601873,21.788480391057245,0.23485197029628999,171
0.0,1.3836772333024159,9.342075478031335,0.14811240142046034,2909
0.0,8.515745360621512,31.16414656931215,0.2732545664833674,207
0.0,0.5427938421342086,5.543559338088345,0.09791431984948987,56286
0.0,0.8541290719889546,7.105998540132031,0.12019831796546987,15827
0.0,0.408101193218622,4.637999639320748,0.08799077726499993,8891
0.0,2.8483943001888954,14.766671662608065,0.1928934539393569,480
0.0,1.4481378576809747,9.550090075707844,0.15163604177562062,1083
0.0,0.8337131381472614,7.105998540132031,0.11732526166994833,48157
0.0,4.3170855640795835,19.33779692869429,0.22324598712036833,1343
0.0,6.2757239850517665,25.168975344063252,0.24934364229221817,669
0.0,5.167408101655871,21.938670874280934,0.23553879500119168,2177
0.0,1.7163216384503066,10.559820905011446,0.16253321470970974,1240
0.0,2.013411059173935,11.904380279414639,0.16913195075392354,15715
0.0,4.769908916368986,20.727789458625683,0.23012144762904427,329
0.0,2.284948179662232,12.64393979813129,0.18071488919932502,1429
0.0,1.0069185668255092,7.81259813322656,0.1288839576354425,26556
0.0,0.3064028233795289,3.9484591188793923,0.07760060675681726,4885
0.0,6.025738538005387,24.30100567071534,0.24796251725774812,346
0.0,0.9522077026284941,7.5812199200668005,0.12560085483183078,30014
0.0,1.0747324737595882,8.040268381923513,0.1336687312796485,1196
0.0,8.744081587739842,31.97440556228834,0.2734712791049632,1016
0.0,2.8804625706998914,14.93811326318198,0.1928263978155379,12489
0.0,9.020207720366992,32.511531568158304,0.2774464100978053,549
0.0,3.8168932511614204,17.753389747666912,0.21499518150684566,3808
0.0,7.836605371595558,29.250733878009164,0.2679114105060849,381
0.0,4.103114832807969,18.709471679750365,0.21930682506918953,606
0.0,7.356965480719051,28.14179115652499,0.26142491925263456,499
0.0,2.6400019168121576,13.89773270186745,0.18995918064084066,300
0.0,0.4501329516501323,4.953464516106477,0.0908723480680035,60605
0.0,5.886753636720648,24.00963747982472,0.24518294545960068,1990
0.0,5.542964369603397,23.129038549102447,0.23965390337500644,5252
0.0,0.5789421290608392,5.543559338088345,0.10443509192425873,8007
0.0,5.636278398602111,23.57058122366112,0.2391234371829653,3270
0.0,4.058996745240304,18.551292088810584,0.21879860043217864,335
0.0,1.4150569690093022,9.342075478031335,0.15147136975471093,4748
0.0,5.536445633702632,22.83324748044083,0.24247298324275612,830
0.0,4.66786142999384,20.42157410167017,0.22857500635135078,4109
0.0,2.0951419186595097,12.09103269065358,0.17328064295774034,2748
0.0,1.4963806462436355,9.755936908168279,0.1533815419604418,5184
0.0,0.34788321976403613,4.304666305987414,0.08081537453441189,46362
0.0,0.824422790075642,6.8613479980138035,0.12015463875528434,5962
0.0,0.9601540834518992,7.5812199200668005,0.12664902134159947,10284
0.0,0.7541234910302751,6.6113479980138035,0.1140650123479857,27976
0.0,4.462728310757193,19.959450330624936,0.2235897400395727,887
0.0,0.6393254622130916,5.822502283739475,0.1098025266556852,5136
0.0,1.0250441911698778,7.81259813322656,0.13120400840924096,10979
0.0,1.3706033136078397,9.342075478031335,0.14671293513212638,5504
0.0,2.1367987684498977,12.27648171406895,0.17405628242830423,4171
0.0,10.45941424272787,36.33965491568232,0.28782370848035016,681
0.0,9.093424373149027,32.6454433010817,0.2785511070957863,2033
0.0,5.325647472209026,22.536277476163633,0.2363144258337209,1519
0.0,2.116529648205109,12.09103269065358,0.17504953483759872,2910
0.0,1.5419720363999065,9.959731955258786,0.15482063607000368,5659
0.0,1.9174129048061521,11.527278095188661,0.1663370041889122,4376
0.0,2.133390629822432,12.27648171406895,0.17377866717119356,2628
