r_precision,ndcg,clicks,rr,recall
0.18421052631578946,0.6882866568764919,0,1.0,0.9868421052631579
0.32894736842105265,0.7448059156641426,0,1.0,1.0
0.09210526315789473,0.6348729945019818,0,1.0,0.5131578947368421
0.05263157894736842,0.542330559493023,0,0.125,1.0
0.5263157894736842,0.7995886861770264,0,0.5,1.0
0.4342105263157895,0.8574037623052312,0,1.0,0.9868421052631579
0.15789473684210525,0.6301526731116057,0,0.3333333333333333,1.0
0.32894736842105265,0.7913063447597554,0,1.0,0.8552631578947368
0.40789473684210525,0.8703707260227512,0,1.0,1.0
0.23684210526315788,0.6124395499274925,1,0.0625,1.0
0.11842105263157894,0.6077166710520577,0,0.16666666666666666,1.0
0.18421052631578946,0.6037710563418069,0,0.1111111111111111,1.0
0.21052631578947367,0.588180874750578,0,1.0,0.5789473684210527
0.2236842105263158,0.6482258042190229,0,0.5,1.0
0.3026315789473684,0.7229096946403833,0,1.0,0.868421052631579
0.44155844155844154,0.8331943069472986,0,1.0,1.0
0.09090909090909091,0.562481926284253,3,0.02857142857142857,1.0
0.4025974025974026,0.7936947560411486,0,0.5,1.0
0.11688311688311688,0.6591606694750141,0,1.0,0.987012987012987
0.0,0.3076163900456219,8,0.012048192771084338,0.2077922077922078
0.025974025974025976,0.5905777483608283,0,0.5,1.0
0.2987012987012987,0.7479084268246289,0,0.5,0.987012987012987
0.8961038961038961,0.885604463455707,0,1.0,1.0
0.5584415584415584,0.8577478709613977,0,1.0,1.0
0.2857142857142857,0.699425073207947,0,0.3333333333333333,1.0
0.987012987012987,0.9538816737095732,0,1.0,1.0
0.8831168831168831,0.8102219462354598,0,0.14285714285714285,1.0
0.2727272727272727,0.6408837646712716,0,0.16666666666666666,1.0
0.36363636363636365,0.7022233938974073,0,0.25,1.0
0.2597402597402597,0.701118927797093,0,1.0,0.987012987012987
0.5384615384615384,0.8980333314111048,0,1.0,0.9743589743589743
0.6923076923076923,0.8954351974251008,0,1.0,0.9615384615384616
0.0641025641025641,0.5771021700487592,0,1.0,1.0
0.0641025641025641,0.5183893019479038,2,0.03333333333333333,0.9487179487179487
0.11538461538461539,0.6086827387044236,0,1.0,0.3076923076923077
0.34615384615384615,0.7497405332746098,0,1.0,1.0
0.19230769230769232,0.625664244623702,1,0.058823529411764705,1.0
0.32051282051282054,0.6455505148233731,0,0.1111111111111111,0.9871794871794872
0.3076923076923077,0.7450310386935118,0,0.5,1.0
0.15384615384615385,0.603967642244629,0,0.3333333333333333,1.0
0.05128205128205128,0.5555825637555345,0,0.125,1.0
0.01282051282051282,0.15434509170230387,7,0.013513513513513514,0.038461538461538464
0.32051282051282054,0.6776326551502406,1,0.08333333333333333,1.0
0.08974358974358974,0.5387498551425567,1,0.058823529411764705,1.0
0.23076923076923078,0.6252744428036638,1,0.08333333333333333,1.0
0.24358974358974358,0.6804256059739957,0,1.0,1.0
0.038461538461538464,0.5265715035429448,1,0.05263157894736842,1.0
0.4358974358974359,0.7308705878142158,0,0.25,0.9743589743589743
0.26582278481012656,0.7062005992321194,0,1.0,1.0
0.21518987341772153,0.6913268886362861,0,1.0,1.0
0.8481012658227848,0.955222599336029,0,1.0,1.0
0.10126582278481013,0.5938507772938688,0,0.16666666666666666,1.0
0.21518987341772153,0.6478227309072443,0,0.25,1.0
0.27848101265822783,0.6872835307908922,0,0.3333333333333333,0.9240506329113924
0.26582278481012656,0.6800393492608975,1,0.058823529411764705,1.0
0.21518987341772153,0.6306691771622459,0,0.2,1.0
0.3037974683544304,0.7937415655676626,0,1.0,1.0
0.2911392405063291,0.718588236733621,0,1.0,0.8481012658227848
0.12658227848101267,0.5965357878432358,3,0.02631578947368421,1.0
0.13924050632911392,0.4887100528193534,1,0.09090909090909091,0.46835443037974683
0.3291139240506329,0.7470641974941705,0,1.0,0.9873417721518988
0.17721518987341772,0.6771487665238562,0,1.0,0.9873417721518988
0.2911392405063291,0.7533456351616918,0,0.3333333333333333,1.0
0.7625,0.790898385616581,0,0.125,0.9875
0.175,0.7291801541307854,0,1.0,1.0
0.5,0.766519557025457,0,1.0,1.0
0.1625,0.5959628355254999,0,0.2,1.0
0.225,0.6515651599011917,0,0.14285714285714285,1.0
0.6875,0.7745397089425355,0,0.1111111111111111,1.0
0.3,0.7633351083626758,0,1.0,1.0
0.5375,0.9456749819103243,0,1.0,0.7125
0.325,0.8368618665945408,0,1.0,0.8625
0.1625,0.5803935258564124,0,0.16666666666666666,0.9875
0.65,0.8859737962964566,0,1.0,1.0
0.275,0.6252061289392177,0,0.2,0.375
0.175,0.7757698292775191,0,1.0,1.0
0.2375,0.6409993461249688,0,0.125,1.0
0.3,0.7860134747899586,0,1.0,0.975
0.075,0.5710563885552611,0,0.5,1.0
0.25,0.796186455311408,0,0.5,0.4375
0.325,0.7243733018616803,0,0.25,1.0
0.55,0.9000184197927011,0,1.0,0.975
0.1,0.5384885715439451,1,0.05555555555555555,0.975
0.325,0.8139112801767668,0,1.0,0.775
0.1375,0.6207237341052013,1,0.05263157894736842,1.0
0.1625,0.6220471099277737,1,0.058823529411764705,1.0
0.04938271604938271,0.5539768250661025,0,0.1111111111111111,1.0
0.1728395061728395,0.6401510813182142,0,0.5,0.9876543209876543
0.6296296296296297,0.9187987457842063,0,1.0,1.0
0.16049382716049382,0.5949156449644684,1,0.08333333333333333,1.0
0.37037037037037035,0.7343440733737322,0,0.25,1.0
0.16049382716049382,0.6409566787340147,0,0.5,1.0
0.2962962962962963,0.7935444252798592,0,1.0,0.9876543209876543
0.2839506172839506,0.7040596049362714,0,0.3333333333333333,1.0
0.14814814814814814,0.6397705319300148,0,0.25,1.0
0.25925925925925924,0.7233624488179909,0,0.5,1.0
